text_clean,sentiment_numeric,word_count,num_stop_words,num_chars,num_punctuation_chars,category_gaming,category_movies,category_music,category_technology,hour,weekday,month,fear,anger,anticipation,trust,surprise,positive,negative,sadness,disgust,joy
i would love all of these,1,6,4,25,0,0.0,0.0,0.0,1.0,21,3,6,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5
bro how to talk to women on the computer is crazy,-1,11,6,49,0,0.0,0.0,0.0,1.0,15,3,6,0.2,0.2,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.0
you really use that card shuffler every day?,-1,8,2,44,1,0.0,0.0,0.0,1.0,7,3,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
this is a video with a bunch of gadgets that no one needs,-1,13,8,57,0,0.0,0.0,0.0,1.0,6,3,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all are trash,-1,3,2,13,0,0.0,0.0,0.0,1.0,5,3,6,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
this is a notebook i use everyday,0,7,3,35,2,0.0,0.0,0.0,1.0,19,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
what about that one persent that the phone breaks to,-1,10,6,52,0,0.0,0.0,0.0,1.0,17,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
the irritating talk. out,-1,4,2,24,1,0.0,0.0,0.0,1.0,0,2,6,0.0,0.25,0.0,0.0,0.0,0.25,0.25,0.0,0.25,0.0
yeah but do they have sunglasses that have a chip in them that makes the lenses change color as my ipod loses power?,0,23,13,116,1,0.0,0.0,0.0,1.0,17,1,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
just telling you the phone case he showed cost over 70,0,11,5,55,0,0.0,0.0,0.0,1.0,4,0,6,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0
that fan light bulb looks pretty handy,1,7,1,38,0,0.0,0.0,0.0,1.0,3,0,6,0.0,0.0,0.2,0.2,0.0,0.4,0.0,0.0,0.0,0.2
why do we need these?,-1,5,3,21,1,0.0,0.0,0.0,1.0,1,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
i want em all ,1,5,2,15,0,0.0,0.0,0.0,1.0,22,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
item i use everyday proceed to present the worlds largest flashlight,0,11,3,69,0,0.0,0.0,0.0,1.0,22,6,6,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.2
send me the links for them products,0,7,4,35,0,0.0,0.0,0.0,1.0,19,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
why no one talking about how to talk to women in 6 steps at 023?,0,15,7,67,4,0.0,0.0,0.0,1.0,13,6,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
every day huh?,0,3,0,16,3,0.0,0.0,0.0,1.0,7,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"i have that automatic shuffler. that exact brand. it's so janky lmao. often one side will get jammed halfway through the shuffle, and there's almost always one side that's moving slower than the other so even if it doesn't jam you get a pretty uneven shuffle",-1,46,19,258,8,0.0,0.0,0.0,1.0,5,6,6,0.0,0.0,0.125,0.25,0.0,0.25,0.25,0.0,0.0,0.125
you pointing the flash light at the car was illegal by the way you could have cause a crash,-1,19,10,93,0,0.0,0.0,0.0,1.0,4,6,6,0.2222222222222222,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.0
"hey can you also send me the slides, i need some notes",0,12,6,54,1,0.0,0.0,0.0,1.0,3,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
that one percent on the phone..,0,6,3,31,2,0.0,0.0,0.0,1.0,2,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
huion note smart notebook 98.00,0,5,0,32,1,0.0,0.0,0.0,1.0,22,5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"me, a stoner, with the portable sauna.....",0,7,3,42,7,0.0,0.0,0.0,1.0,19,5,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
99????? u mean it doesnt fully protect it??? this is a scam,-1,12,4,60,8,0.0,0.0,0.0,1.0,15,5,6,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.0
that neck phone holder has to be the most stupid looking thing i've ever seen,-1,15,7,77,1,0.0,0.0,0.0,1.0,10,5,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ay i have that exact card shuffler,0,7,3,34,0,0.0,0.0,0.0,1.0,18,4,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
real water  well shit money bags don't mind us peasants who gotta use fake water over hear....,-1,18,3,98,5,0.0,0.0,0.0,1.0,20,3,6,0.0,0.16666666666666666,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.16666666666666666,0.16666666666666666,0.0,0.08333333333333333,0.08333333333333333
this video randomly popped up and i m glad it did,1,11,7,49,0,0.0,0.0,0.0,1.0,18,3,6,0.0,0.0,0.25,0.0,0.25,0.25,0.0,0.0,0.0,0.25
it protects from 99 of drops that 1,0,8,4,37,0,0.0,0.0,0.0,1.0,17,3,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
so you and your bro can wake up hot ,0,10,5,40,2,0.0,0.0,0.0,1.0,23,2,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
why do you use the brightest flashlight and shuffle cards every day,-1,12,5,67,0,0.0,0.0,0.0,1.0,17,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
you or your partner... pans to dog,0,7,3,36,5,0.0,0.0,0.0,1.0,16,2,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
im using the same mouse jiggler  its a life savor for me. lol,1,14,4,64,1,0.0,0.0,0.0,1.0,12,2,6,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666
ok wtf why ain't no one talking about the how to tell your girlfriend you like men,-1,17,7,84,3,0.0,0.0,0.0,1.0,10,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
he pointing that flashlight at traffic,0,6,3,38,0,0.0,0.0,0.0,1.0,22,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
i like men ,-1,4,0,18,0,0.0,0.0,0.0,1.0,18,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hes showing us shit like the flashlight that cost 800 and the bartender machine which is 500 bro who spending that much money like its nothing,-1,26,8,146,0,0.0,0.0,0.0,1.0,12,1,6,0.0,0.18181818181818182,0.09090909090909091,0.2727272727272727,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0.09090909090909091
card shuffler sucks!!,-1,3,0,21,2,0.0,0.0,0.0,1.0,1,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ahh yess shuffling cards and laying poker every day! very healthy! remember that 99 of gamblers stop before they win big!    ,1,25,6,133,3,0.0,0.0,0.0,1.0,21,0,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
why do you use that flashlight every day bro,-1,9,4,44,0,0.0,0.0,0.0,1.0,17,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
i want all ur gadgets,1,5,2,21,0,0.0,0.0,0.0,1.0,17,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
that's a lot of things u use every day ,0,10,2,40,1,0.0,0.0,0.0,1.0,15,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
so he use the sauna every day hahahahahhahaha,0,8,3,45,0,0.0,0.0,0.0,1.0,13,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
not the screen saying how to talk to women in 6 steps,0,12,5,56,0,0.0,0.0,0.0,1.0,2,0,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
yes i always wanted a portable sauna,1,7,2,36,0,0.0,0.0,0.0,1.0,18,6,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
015 am i the only one that saw a mushroom cloud from an explosion?,0,14,8,67,2,0.0,0.0,0.0,1.0,16,6,6,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0
bros living in 2050,0,4,1,19,0,0.0,0.0,0.0,1.0,8,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
on  1 he said not today,0,7,3,24,0,0.0,0.0,0.0,1.0,19,4,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
027 the 1,0,3,1,11,1,0.0,0.0,0.0,1.0,16,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"12, so all that does is pour a mixture of drinks in a cup for you? couldnt you just do that by yourself? with your own hands??",0,27,17,129,5,0.0,0.0,0.0,1.0,7,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
where to get arc pulse phone case ?,0,8,2,35,1,0.0,0.0,0.0,1.0,18,0,5,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0
"what do you use a 200,000 lumen flashlight for every day? terrorizing people? as for the mouse wiggler, i'm not sure how that would be useful. nobody would see your body in front of the computer nor would your online progress show any progress.",-1,44,20,244,7,0.0,0.0,0.0,1.0,6,0,5,0.0,0.0,0.2857142857142857,0.14285714285714285,0.0,0.2857142857142857,0.0,0.0,0.0,0.2857142857142857
cool gadgets...,1,2,0,18,3,0.0,0.0,0.0,1.0,16,6,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
wow real water! i have seen real water,1,8,2,38,1,0.0,0.0,0.0,1.0,12,4,5,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0
wow i hate literally all but the treadmill?,-1,8,4,43,1,0.0,0.0,0.0,1.0,6,4,5,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0
use everyday,0,2,0,13,0,0.0,0.0,0.0,1.0,17,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
the google search says how to tell your girlfriend you like men,0,12,4,65,2,0.0,0.0,0.0,1.0,1,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"wait, you use a bar every day which means you drink everyday",0,12,4,60,1,0.0,0.0,0.0,1.0,21,2,5,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0
you should put prices with the item,0,7,4,35,0,0.0,0.0,0.0,1.0,18,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
all these gadgets making just humans lazy .,-1,8,3,43,1,0.0,0.0,0.0,1.0,10,2,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
why is nobody is talking about his partner,-1,8,5,44,0,0.0,0.0,0.0,1.0,22,1,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
i like the treadmill one,1,5,2,24,0,0.0,0.0,0.0,1.0,22,1,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
my father always said a prosperous nation is not ruled by a black or brown person.,0,16,7,82,1,0.0,0.0,0.0,1.0,3,1,5,0.0,0.0,0.0,0.3333333333333333,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666
just have a shit ton of money so you can afford this semi useless crap!,-1,15,8,71,1,0.0,0.0,0.0,1.0,0,1,5,0.0,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.15384615384615385,0.23076923076923078,0.0,0.15384615384615385,0.07692307692307693
this is bullshit.,-1,3,2,17,1,0.0,0.0,0.0,1.0,20,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jesus - dude has a busy day!,0,7,2,28,2,0.0,0.0,0.0,1.0,19,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
i have 4. it's great,1,5,3,20,2,0.0,0.0,0.0,1.0,17,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
the case protects 99 damage? what if i put another case on,-1,12,4,61,1,0.0,0.0,0.0,1.0,14,0,5,0.2,0.1,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.0
you use that flashlight... everyday?,0,5,2,36,4,0.0,0.0,0.0,1.0,5,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
i have the brightest flashlight in the world what u gonna use it for? ...,1,15,5,79,10,0.0,0.0,0.0,1.0,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bro number 2 is great for afk sessions on games lol,1,11,3,51,0,0.0,0.0,0.0,1.0,19,6,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
where do i get that cell phone case?,0,8,4,36,1,0.0,0.0,0.0,1.0,13,6,5,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0
cocktail maker takes all the fun out of making cocktails,-1,10,4,56,0,0.0,0.0,0.0,1.0,13,6,5,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
i like the sauna,1,4,2,16,0,0.0,0.0,0.0,1.0,13,6,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
my man this is great but why would i need a personal sauna..like..ah..im so stressd pulls out a wole sauna,-1,20,10,109,7,0.0,0.0,0.0,1.0,9,6,5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
funny how throughout the video you didnt use the special phone case once when you said everyday gadgets,0,18,7,104,0,0.0,0.0,0.0,1.0,4,6,5,0.2,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.2
how to talk to women in 6 steps is crazyy,0,10,5,42,0,0.0,0.0,0.0,1.0,0,6,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
all i saw was a waste of money,-1,8,5,30,0,0.0,0.0,0.0,1.0,23,5,5,0.0,0.125,0.125,0.125,0.125,0.125,0.125,0.0,0.125,0.125
when your friend lives in 2050,0,6,3,31,1,0.0,0.0,0.0,1.0,20,5,5,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
nobody is talking about the phone case that protect nothing,-1,10,4,59,0,0.0,0.0,0.0,1.0,17,5,5,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.0,0.0
that can light up an entire park  that can light up an entire park ,1,16,6,73,4,0.0,0.0,0.0,1.0,17,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
how to talk to women in 6 steps,-1,8,3,36,2,0.0,0.0,0.0,1.0,13,5,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
mom don't waste your mony for childish things me,-1,9,3,50,3,0.0,0.0,0.0,1.0,12,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0
8 sleep really great mattress ,1,6,0,31,0,0.0,0.0,0.0,1.0,11,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
don't use a treadmill while doing something on your pc because you're going to have static energy and if you touch pc or something that is metal and is electronic.,0,30,18,163,3,0.0,0.0,0.0,1.0,5,5,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
consumerist garbage,-1,2,0,19,0,0.0,0.0,0.0,1.0,19,4,5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0
the phone holder that sits on your shoulders looks like something straight out of wall-e ,0,16,6,90,1,0.0,0.0,0.0,1.0,10,4,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
i'm poorme garib hu,-1,4,1,20,1,0.0,0.0,0.0,1.0,2,4,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
that's all is wining product for dropshipers,0,7,3,44,1,0.0,0.0,0.0,1.0,17,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"his shits way cool and his face is nice , but im afraid to let him out like a frothy dog",1,21,9,89,1,0.0,0.0,0.0,1.0,15,3,5,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0
bro please list the price,0,5,1,25,0,0.0,0.0,0.0,1.0,0,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
i have the exact product for number 8,0,8,4,37,0,0.0,0.0,0.0,1.0,20,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
the google screen at the end ,0,7,3,31,0,0.0,0.0,0.0,1.0,11,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
if anyone needs these they are over 40 dollars,0,9,5,46,0,0.0,0.0,0.0,1.0,7,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bro what is how to talk to women in 6 steps,-1,11,5,45,0,0.0,0.0,0.0,1.0,6,2,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
this is a this is a this is a,0,9,9,29,0,0.0,0.0,0.0,1.0,5,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
why would someone need a portable sauna everyday?,0,8,2,49,1,0.0,0.0,0.0,1.0,1,2,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
why do most youtubers doing these kinds of content speak in the exact same fashion? is it a regional thing as in are they all from california? is it an occupational hazard? is it a generational dialect? what am i missing?,0,41,26,225,6,0.0,0.0,0.0,1.0,23,1,5,0.25,0.0,0.0,0.125,0.0,0.125,0.25,0.125,0.0,0.125
is the rain cloud nightlight worthit? how much? is it batterie operated?,0,12,5,73,3,0.0,0.0,0.0,1.0,20,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
walking ad,0,2,0,10,0,0.0,0.0,0.0,1.0,20,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"if i ever contre my mouse like that, im having a stroke ",-1,13,5,57,1,0.0,0.0,0.0,1.0,17,1,5,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0
15 is smthng out of bat man,0,7,3,27,0,0.0,0.0,0.0,1.0,17,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
how to tell your girlfriend you like men,0,8,3,42,0,0.0,0.0,0.0,1.0,11,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
i have that fan in my room,1,7,5,28,0,0.0,0.0,0.0,1.0,5,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hey what's the asshole bartender go for?,-1,7,1,40,2,0.0,0.0,0.0,1.0,1,1,5,0.0,0.25,0.0,0.25,0.0,0.0,0.25,0.0,0.25,0.0
you use a sauna everyday your skin must be hella soft or you have the worst genetics ever,-1,18,8,89,0,0.0,0.0,0.0,1.0,0,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
i want that mushroom light,1,5,2,26,0,0.0,0.0,0.0,1.0,22,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oh yeah and this dude uses them every day hmm? must be lethal were he lives,-1,16,6,78,3,0.0,0.0,0.0,1.0,20,0,5,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.0
i like the last one. ,1,6,2,22,1,0.0,0.0,0.0,1.0,13,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
people like this guy are the reason why we have climate change and uncontrolled pollution.,-1,15,7,90,1,0.0,0.0,0.0,1.0,11,0,5,0.2,0.0,0.0,0.0,0.0,0.2,0.4,0.0,0.2,0.0
let's all be serious u ain't using all of that every day,0,12,5,56,2,0.0,0.0,0.0,1.0,8,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
that dog has the good life! ,1,7,3,32,1,0.0,0.0,0.0,1.0,7,0,5,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.2
"i love how people argue no one is goofing off when theyre supposed to be working from home, but then an entire market to facilitate doing exactly that has taken off. lol",1,32,16,170,2,0.0,0.0,0.0,1.0,3,0,5,0.0,0.16666666666666666,0.0,0.0,0.0,0.5,0.16666666666666666,0.0,0.0,0.16666666666666666
every day this man fakes doing work online!!!,-1,8,2,45,3,0.0,0.0,0.0,1.0,1,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
the one bf last one ,0,6,1,21,0,0.0,0.0,0.0,1.0,23,6,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"i actually bought that treadmill a while back when it was on sale. it beeps soooooo loud! you can't turn the beeps down or off. everytime you turn it on, it beeps. every button press to increase the speed, beeps. it's so obnoxious. i wish i would have read the reviews online because many people mentioned this.",-1,57,25,311,11,0.0,0.0,0.0,1.0,19,6,5,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0
and your tone of voice is annoying af,-1,8,4,37,0,0.0,0.0,0.0,1.0,18,6,5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
"thanks for the tips! btw,you've got a nice voice, it's cute .",1,12,4,61,6,0.0,0.0,0.0,1.0,17,6,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
wow sponsor much. dis wemote makes glass change cowor i think you bought a whole ass window with a remote attached my guy. more explanation less buying this will change your glass,-1,32,10,183,6,0.0,0.0,0.0,1.0,17,6,5,0.4,0.0,0.0,0.2,0.0,0.2,0.2,0.0,0.0,0.0
are we gonna ignore the fact that he searched how to tell your girlfriend you like men?,-1,17,9,87,1,0.0,0.0,0.0,1.0,16,6,5,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0
that 1 percent be like ,0,6,2,24,0,0.0,0.0,0.0,1.0,16,6,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
why do you need a robot bartender if my mom is a bartender?,-1,13,8,59,1,0.0,0.0,0.0,1.0,16,6,5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
last one will make the excuse my dog ate my homework disappear forever,-1,13,3,72,2,0.0,0.0,0.0,1.0,16,6,5,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0
oh that rain cloud night light is so cool i might get it for my birthday cause you know my room is boring as heck,1,25,11,113,0,0.0,0.0,0.0,1.0,15,6,5,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.0,0.0,0.16666666666666666
im getting the saona,0,4,1,20,0,0.0,0.0,0.0,1.0,14,6,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
um excuse me number 10? why were you searching how to walk a woman in 6 easy steps?,-1,18,8,84,2,0.0,0.0,0.0,1.0,14,6,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
eight sleep products have quite an odd privacy policy,-1,9,2,53,0,0.0,0.0,0.0,1.0,12,6,5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
what a bunch of crap,-1,5,3,20,0,0.0,0.0,0.0,1.0,12,6,5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0
is no one gonna talk about the how to tell your girlfriend you like men?lmao,-1,15,7,81,1,0.0,0.0,0.0,1.0,9,6,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
those drivers you shone that flashlight in the direction of must hate you.,-1,13,6,74,1,0.0,0.0,0.0,1.0,7,6,5,0.2,0.2,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.0
this is a short that you have to google everything while watches it back and forth.,-1,16,10,83,1,0.0,0.0,0.0,1.0,4,6,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
i can't tell me you pack up and set up that sauna everday,-1,13,7,57,1,0.0,0.0,0.0,1.0,4,6,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
this is a bunch of trash that nobody needs or wants and its soul purpose is take your money and leave you with a pile of worthless trash..... now i sound like you ..... !!!!spam... reported!!!!,-1,36,18,193,21,0.0,0.0,0.0,1.0,4,6,5,0.0,0.10526315789473684,0.05263157894736842,0.05263157894736842,0.10526315789473684,0.05263157894736842,0.21052631578947367,0.21052631578947367,0.15789473684210525,0.05263157894736842
i want that sauna box! and the bar!,0,8,4,35,2,0.0,0.0,0.0,1.0,3,6,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
there's no way you use that neck pillow with the built-in mobile holder everyday especially the way you showed it ,-1,21,8,115,2,0.0,0.0,0.0,1.0,2,6,5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0
"the automatic card shuffler is a good gadget but definitely not new. my grandparents had one that looked absolutely identical to the one shown in this video back when i was a child. im 42 now and my grandparents passed away years ago, grandpa died 5 years after my grandma and he passed away 7 years ago at the age of 94, so yeah, that gadget has been around for quite a long time!",1,74,32,382,6,0.0,0.0,0.0,1.0,2,6,5,0.0,0.0,0.36363636363636365,0.18181818181818182,0.09090909090909091,0.18181818181818182,0.0,0.0,0.0,0.18181818181818182
"the last gadget, we could just take a picture of what we wrote down",0,14,8,67,1,0.0,0.0,0.0,1.0,2,6,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
i like the mushroom. the size and girth reminds me of my mushroom,1,13,7,65,1,0.0,0.0,0.0,1.0,0,6,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
i need all of these!,1,5,3,20,1,0.0,0.0,0.0,1.0,0,6,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
setting the old school card shuffle on her was crazy. oldie but a goodie i guess. ,1,17,7,83,2,0.0,0.0,0.0,1.0,0,6,5,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0
"i have the card shuffler, i love it!",1,8,4,36,2,0.0,0.0,0.0,1.0,23,5,5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5
15 tech gadgets i tell you i use everyday because i want you to buy them so i can make a commission,1,22,12,101,0,0.0,0.0,0.0,1.0,22,5,5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
